log_setup.py | [INFO] | 2021-06-23 22:43:37,240 | __main__ | : Log Setup Completed in log_setup:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,249 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,249 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,249 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,250 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,250 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,250 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,250 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,250 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,250 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,250 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,250 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,250 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,251 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,251 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,251 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,251 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,251 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,251 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,251 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,251 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,251 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,251 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,252 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,252 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,252 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,252 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,252 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,252 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,252 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,252 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,252 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,253 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,253 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,253 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,253 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,253 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,253 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,253 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,253 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,253 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,253 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,254 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,254 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,254 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,254 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,254 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,254 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,254 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,254 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,254 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,255 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,255 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,255 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,255 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,255 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,255 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,255 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,255 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,255 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,256 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,256 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,256 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,256 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,256 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,256 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,256 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,256 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,256 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,256 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,257 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,257 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,257 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,257 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,257 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,257 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,257 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,257 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,257 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,258 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,258 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,258 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,258 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,258 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,258 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,258 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,258 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,258 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,259 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,259 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,259 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,259 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,259 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,259 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,259 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,259 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,260 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,260 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,260 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,260 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,260 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,260 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,260 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,260 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,261 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,261 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,261 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,261 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,261 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,261 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,262 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,262 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,262 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,262 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,262 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,262 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,262 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,262 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,262 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,262 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,263 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,275 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,275 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,275 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,275 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,275 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,275 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,275 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,275 | __main__ | : Prova in log_example:23
log_example.py | [DEBUG] | 2021-06-23 22:43:37,275 | __main__ | : Prova in log_example:23
